Data			Hota	Temperatura (C)		Umidade (%)		Pressao (hPa)		Vento (m/s)	Rn	Temp Interna
			UTC	Inst.	Max.	Min	Inst.	Max	Min.	Inst.	Max.	Min.	Vel.		Kj/m2	C
00:00:09 31/05/2019	00	21.4	21.9	20.9	78.6	82.1	76.0	913.5	913.7	913.2	0.0		57.11	20.0
01:00:04 31/05/2019	01	19.7	21.4	19.6	86.8	86.8	78.1	914.0	914.0	913.5	0.0		57.11	19.0
01:17:25 31/05/2019	01	19.7	19.8	19.8	87.7	88.1	87.7	913.8	913.8	715.0	0.0		0.00	19.0
02:00:12 31/05/2019	02	18.9	19.9	18.9	92.3	92.3	86.5	913.7	914.0	913.7	0.0		57.11	19.0
03:00:06 31/05/2019	03	17.8	18.9	17.7	97.9	98.2	92.3	913.4	913.8	913.4	0.0		57.11	17.5
04:00:00 31/05/2019	04	17.2	18.2	17.2	100.0	100.0	96.2	913.1	913.5	913.0	0.0		45.96	17.0
05:00:08 31/05/2019	05	17.3	17.3	16.8	99.6	100.0	99.0	912.7	913.0	912.7	0.0		57.11	17.0
06:00:02 31/05/2019	06	16.2	17.3	16.2	100.0	100.0	99.2	912.5	912.7	912.4	0.0		57.11	16.0
07:00:10 31/05/2019	07	16.1	17.3	16.1	100.0	100.0	98.3	912.2	912.7	912.2	0.0		57.11	16.0
08:00:04 31/05/2019	08	16.3	16.4	16.2	100.0	100.0	100.0	912.0	912.3	911.9	0.0		57.11	16.0
09:00:12 31/05/2019	09	16.2	16.4	16.1	100.0	100.0	100.0	912.7	912.7	912.0	0.0		57.11	16.0
10:00:07 31/05/2019	10	16.6	17.0	16.1	100.0	100.0	100.0	913.4	913.3	912.7	0.0		1763.17	16.5
10:11:27 31/05/2019	10	17.2	17.2	17.2	99.8	99.8	99.7	913.7	913.7	715.0	0.0		0.00	18.0
11:00:04 31/05/2019	11	22.3	22.4	17.2	82.0	100.0	79.4	913.6	914.0	913.5	0.0		11397.38	25.5
12:00:14 31/05/2019	12	24.4	26.1	22.3	72.2	82.0	65.9	914.1	914.2	913.6	0.0		11397.38	30.5
13:00:09 31/05/2019	13	25.9	26.1	24.0	67.6	74.8	65.5	914.1	914.4	914.0	0.3		11397.38	31.5
14:00:05 31/05/2019	14	26.2	27.8	24.6	65.8	70.3	61.5	913.7	914.3	913.7	1.1		11397.38	31.5
15:00:00 31/05/2019	15	28.2	28.6	26.1	61.9	66.7	57.3	913.0	913.7	912.9	0.8		11397.38	32.5
15:44:15 31/05/2019	15	27.5	27.5	27.4	56.9	56.9	56.6	912.3	912.3	715.0	2.4		0.00	29.5
16:00:08 31/05/2019	16	29.1	29.2	27.3	53.3	57.7	52.6	911.9	912.3	911.9	1.6		11397.38	31.5
17:00:04 31/05/2019	17	28.1	29.3	26.9	53.9	57.0	51.8	911.2	912.0	911.2	2.9		10170.80	30.0
18:00:00 31/05/2019	18	27.3	29.4	27.2	56.2	56.7	51.2	911.1	911.3	910.9	1.8		9524.06	30.5
19:00:11 31/05/2019	19	27.7	29.7	27.3	56.3	56.7	51.7	911.0	911.1	910.7	2.9		11397.38	31.0
19:39:01 31/05/2019	19	27.7	27.7	27.7	59.3	59.3	59.1	911.1	911.1	715.0	0.0		0.00	28.5
20:00:12 31/05/2019	20	26.5	28.0	26.6	62.1	62.1	58.0	911.2	911.2	910.9	0.3		3647.64	28.0
21:00:09 31/05/2019	21	23.5	26.5	23.5	72.9	73.1	62.1	911.4	911.5	911.1	0.0		57.11	23.0
22:00:04 31/05/2019	22	22.3	23.7	22.3	77.0	77.1	71.7	911.6	911.6	911.4	0.0		57.11	22.0
23:00:00 31/05/2019	23	21.5	22.4	21.5	81.2	81.2	76.4	911.8	911.8	911.6	0.0		57.11	21.0
