Data			Hota	Temperatura (C)		Umidade (%)		Presao (hPa)		Vento (m/s)	Rn	Temp Interna
			UTC	Inst.	Max.	Min	Inst.	Max	Min.	Inst.	Max.	Min.	Vel.		Kj/m2	C
00:00:04 28/05/2019	00	26.6	27.3	26.6	71.4	71.5	69.6	983.3	983.4	983.0	0.0		79.41	26.5
01:00:13 28/05/2019	01	26.3	26.6	26.3	72.5	72.6	71.4	983.5	983.6	983.3	0.0		68.26	26.0
02:00:06 28/05/2019	02	26.4	26.4	26.3	76.1	76.4	72.5	983.5	983.6	983.3	0.0		68.26	26.5
03:00:14 28/05/2019	03	26.2	26.4	26.2	77.0	77.9	76.1	983.4	983.5	983.3	0.0		68.26	26.0
04:00:07 28/05/2019	04	26.4	26.4	26.2	75.5	77.0	75.5	983.4	983.4	983.2	0.0		68.26	26.0
05:00:01 28/05/2019	05	26.5	26.5	26.3	76.0	76.2	75.5	982.8	983.4	982.8	0.0		57.11	26.5
06:00:09 28/05/2019	06	26.4	26.5	26.4	76.2	76.2	75.9	982.3	982.9	982.3	0.0		68.26	26.5
07:00:02 28/05/2019	07	26.2	26.4	26.2	77.6	77.8	76.1	982.3	982.3	982.1	0.0		68.26	26.0
20:34:48 28/05/2019	20	125.0	125.0	125.0	100.0	100.0	100.0	914.3	914.3	715.0	0.3		0.00	23.0
20:38:20 28/05/2019	20	125.0	125.0	125.0	100.0	100.0	100.0	914.4	914.4	715.0	0.0		0.00	23.0
21:17:05 28/05/2019	21	125.0	125.0	125.0	100.0	100.0	100.0	914.7	914.7	715.0	0.0		0.00	21.5
21:29:33 28/05/2019	21	125.0	125.0	125.0	100.0	100.0	100.0	914.8	914.8	715.0	0.0		0.00	21.0
21:34:07 28/05/2019	21	125.0	125.0	125.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0		0.00	21.0
21:34:16 28/05/2019	21	125.0	125.0	125.0	100.0	100.0	100.0	0.0	0.0	0.0	0.0		0.00	21.0
21:39:10 28/05/2019	21	125.0	125.0	125.0	100.0	100.0	100.0	914.8	914.8	914.8	0.0		0.00	21.5
21:42:50 28/05/2019	21	125.0	125.0	125.0	100.0	100.0	100.0	914.8	914.8	914.8	0.0		0.00	21.5
21:46:48 28/05/2019	21	125.0	125.0	125.0	100.0	100.0	100.0	914.8	914.8	914.8	0.0		0.00	21.5
21:54:08 28/05/2019	21	21.8	21.8	21.8	79.6	79.6	79.6	914.9	914.9	914.9	0.0		0.00	21.5
21:59:11 28/05/2019	21	21.8	21.8	21.8	79.4	79.4	79.2	915.0	915.0	715.0	0.0		0.00	21.0
22:00:13 28/05/2019	22	21.8	21.8	21.8	79.2	80.5	79.1	915.1	915.1	915.0	0.0		0.00	21.5
22:12:12 28/05/2019	22	22.0	22.0	22.0	78.4	78.4	78.4	914.9	914.9	715.0	0.0		0.00	21.0
23:00:03 28/05/2019	23	20.7	22.0	20.6	83.9	84.1	78.5	915.3	915.4	914.9	0.0		45.96	20.0
