Data			Hota	Temperatura (C)		Umidade (%)		Presao (hPa)		Vento (m/s)	Rn	Temp Interna
			UTC	Inst.	Max.	Min	Inst.	Max	Min.	Inst.	Max.	Min.	Vel.		Kj/m2	C
00:00:05 08/06/2019	00	125.0	125.0	125.0	88.6	88.6	83.7	917.3	917.4	917.2	0.0		45.96	14.0
01:00:00 08/06/2019	01	125.0	125.0	125.0	91.1	91.1	83.1	917.2	917.3	917.1	0.0		45.96	13.5
02:00:08 08/06/2019	02	125.0	125.0	125.0	97.2	98.0	89.3	917.4	917.5	917.2	0.0		45.96	12.0
03:00:01 08/06/2019	03	125.0	125.0	125.0	99.0	99.2	95.1	917.1	917.4	917.0	0.0		45.96	11.5
04:00:09 08/06/2019	04	125.0	125.0	125.0	100.0	100.0	97.5	916.9	917.2	916.9	0.0		57.11	11.0
05:00:02 08/06/2019	05	125.0	125.0	125.0	100.0	100.0	99.3	916.9	917.0	916.8	0.0		57.11	11.0
06:00:11 08/06/2019	06	125.0	125.0	125.0	100.0	100.0	100.0	916.6	916.9	916.6	0.0		68.26	10.5
07:00:04 08/06/2019	07	125.0	125.0	125.0	100.0	100.0	100.0	916.7	916.8	916.5	0.0		79.41	11.0
08:00:12 08/06/2019	08	125.0	125.0	125.0	100.0	100.0	100.0	916.9	917.0	916.6	0.0		79.41	10.5
09:00:06 08/06/2019	09	125.0	125.0	125.0	100.0	100.0	100.0	917.1	917.1	916.8	0.0		79.41	11.0
10:00:14 08/06/2019	10	125.0	125.0	125.0	100.0	100.0	100.0	917.6	917.6	917.1	0.0		1651.66	11.0
11:00:09 08/06/2019	11	125.0	125.0	125.0	93.2	100.0	90.1	918.4	918.3	917.6	0.0		10862.14	16.0
12:00:04 08/06/2019	12	125.0	125.0	125.0	82.6	97.5	73.7	918.9	919.0	918.3	0.0		11397.38	24.5
13:00:00 08/06/2019	13	125.0	125.0	125.0	72.4	90.4	71.9	919.1	919.2	918.8	0.0		11397.38	26.0
14:00:10 08/06/2019	14	125.0	125.0	125.0	59.3	75.1	55.5	918.4	919.1	918.3	0.0		11397.38	32.5
15:00:06 08/06/2019	15	125.0	125.0	125.0	54.6	62.5	51.6	917.8	918.5	917.6	0.0		11397.38	29.5
16:00:01 08/06/2019	16	125.0	125.0	125.0	63.8	65.2	53.1	917.1	917.8	917.0	0.0		11397.38	25.0
17:00:12 08/06/2019	17	125.0	125.0	125.0	60.7	64.0	52.4	916.2	917.1	916.2	0.0		11397.38	27.5
18:00:08 08/06/2019	18	125.0	125.0	125.0	61.4	63.3	56.1	915.9	916.2	915.9	0.0		11397.38	24.0
19:00:04 08/06/2019	19	125.0	125.0	125.0	62.4	63.0	54.3	915.8	916.1	915.8	0.0		6379.56	22.5
20:00:14 08/06/2019	20	125.0	125.0	125.0	66.5	66.5	56.0	916.1	916.1	915.6	0.0		1283.69	20.5
21:00:10 08/06/2019	21	125.0	125.0	125.0	77.1	81.3	66.2	916.5	916.6	916.0	0.0		45.96	17.5
22:00:05 08/06/2019	22	125.0	125.0	125.0	85.1	85.3	76.1	917.1	917.1	916.5	0.3		45.96	15.5
23:00:01 08/06/2019	23	125.0	125.0	125.0	87.6	90.8	84.8	917.6	917.6	917.1	0.0		45.96	14.5
